Job Title,Job Description,Company,Location,Experience,Education,Salary,skills,Category
Product Marketing Manager,We are looking for a Product Marketing Manager to join our team. The ideal candidate will have experience in Product Strategy and Stakeholder Management. This role requires 8+ years of experience and Bachelor's Degree. The position is based in Remote.,Wilson-Dillon,"Seattle, WA",5-8 years,Master's Degree or equivalent experience,"$130,000 - $180,000","Stakeholder Management, Product Strategy, Product Metrics",Product Management
Digital Marketing Manager,We are looking for a Digital Marketing Manager to join our team. The ideal candidate will have experience in Marketing Automation and SEO. This role requires 0-2 years of experience and Bachelor's Degree or equivalent experience. The position is based in Remote.,Frost and Sons,"Boston, MA",8+ years,Master's Degree,"$180,000+","SEO, Marketing Automation, Google Analytics, Digital Marketing, A/B Testing",Marketing
Senior Product Manager,We are looking for a Senior Product Manager to join our team. The ideal candidate will have experience in A/B Testing and Data Analysis. This role requires 5-8 years of experience and Master's Degree or equivalent experience. The position is based in Remote.,Maynard-Barnett,"New York, NY",8+ years,Master's Degree,"$180,000+","Agile, Market Research, Product Metrics, Scrum, User Stories",Product Management
Digital Marketing Manager,We are looking for a Digital Marketing Manager to join our team. The ideal candidate will have experience in Content Marketing and Content Marketing. This role requires 2-5 years of experience and PhD. The position is based in Remote.,Boyle LLC,"New York, NY",8+ years,Bachelor's Degree or equivalent experience,"$180,000+","Email Marketing, Marketing Automation, Google Analytics",Marketing
Graphic Designer,"We are looking for a Graphic Designer to join our team. The ideal candidate will have experience in Design Systems and Sketch. This role requires 8+ years of experience and Bachelor's Degree or equivalent experience. The position is based in New York, NY.",Mendoza-Brown,"Boston, MA",5-8 years,Master's Degree,"$130,000 - $180,000","Adobe XD, Wireframing, Prototyping, Visual Design, Design Systems, Interaction Design",Design
AI Research Scientist,We are looking for a AI Research Scientist to join our team. The ideal candidate will have experience in Python and Data Visualization. This role requires 2-5 years of experience and Master's Degree. The position is based in Remote.,"Willis, Powers and Smith","Chicago, IL",5-8 years,Bachelor's Degree or equivalent experience,"$130,000 - $180,000","Data Analysis, Spark, Python, Big Data, Statistics, TensorFlow",Data Science
SEO Specialist,"We are looking for a SEO Specialist to join our team. The ideal candidate will have experience in Social Media and A/B Testing. This role requires 5-8 years of experience and Master's Degree. The position is based in Austin, TX.",Nguyen-James,Hybrid,0-2 years,PhD,"$60,000 - $90,000","Marketing Automation, Digital Marketing, A/B Testing, Campaign Management",Marketing
Frontend Developer,"We are looking for a Frontend Developer to join our team. The ideal candidate will have experience in Node.js and React. This role requires 0-2 years of experience and Master's Degree or equivalent experience. The position is based in Seattle, WA.",Carter-Lynch,Remote,8+ years,Bachelor's Degree or equivalent experience,"$180,000+","Java, React, Kubernetes, CI/CD",Software Development
Marketing Analyst,"We are looking for a Marketing Analyst to join our team. The ideal candidate will have experience in SEO and Campaign Management. This role requires 2-5 years of experience and Bachelor's Degree. The position is based in San Francisco, CA.",Hart Ltd,"Chicago, IL",8+ years,Master's Degree or equivalent experience,"$180,000+","Marketing Automation, Social Media, Email Marketing, Content Marketing, A/B Testing",Marketing
Product Owner,"We are looking for a Product Owner to join our team. The ideal candidate will have experience in Agile and Scrum. This role requires 0-2 years of experience and Master's Degree. The position is based in San Francisco, CA.",Vang Ltd,"Chicago, IL",2-5 years,Bachelor's Degree or equivalent experience,"$90,000 - $130,000","Stakeholder Management, Scrum, Data Analysis",Product Management
Business Intelligence Analyst,"We are looking for a Business Intelligence Analyst to join our team. The ideal candidate will have experience in TensorFlow and PyTorch. This role requires 0-2 years of experience and Bachelor's Degree. The position is based in Austin, TX.","Smith, Weaver and Cabrera","Chicago, IL",0-2 years,Master's Degree or equivalent experience,"$60,000 - $90,000","Data Visualization, Big Data, TensorFlow, Data Analysis",Data Science
Senior Software Engineer,"We are looking for a Senior Software Engineer to join our team. The ideal candidate will have experience in REST APIs and Git. This role requires 2-5 years of experience and Master's Degree or equivalent experience. The position is based in Chicago, IL.",Payne Ltd,"Boston, MA",5-8 years,Bachelor's Degree or equivalent experience,"$130,000 - $180,000","REST APIs, Kubernetes, JavaScript, React, Git, SQL",Software Development
Product Designer,"We are looking for a Product Designer to join our team. The ideal candidate will have experience in Sketch and UI/UX Design. This role requires 5-8 years of experience and Bachelor's Degree. The position is based in New York, NY.",Collier-Gutierrez,"Austin, TX",0-2 years,Master's Degree or equivalent experience,"$60,000 - $90,000","Visual Design, UI/UX Design, Interaction Design, User Research, Wireframing, Sketch",Design
Data Analyst,"We are looking for a Data Analyst to join our team. The ideal candidate will have experience in SQL and Big Data. This role requires 5-8 years of experience and Master's Degree. The position is based in Boston, MA.",Garza-Miller,"San Francisco, CA",8+ years,PhD,"$180,000+","Spark, Big Data, Deep Learning, Statistics, Data Analysis",Data Science
DevOps Engineer,We are looking for a DevOps Engineer to join our team. The ideal candidate will have experience in React and Python. This role requires 0-2 years of experience and Master's Degree or equivalent experience. The position is based in Remote.,Fleming and Sons,"Chicago, IL",0-2 years,Bachelor's Degree or equivalent experience,"$60,000 - $90,000","SQL, JavaScript, Node.js, Microservices, React",Software Development
Graphic Designer,"We are looking for a Graphic Designer to join our team. The ideal candidate will have experience in Visual Design and Prototyping. This role requires 2-5 years of experience and PhD. The position is based in Chicago, IL.","Mills, Rice and Collins","Austin, TX",2-5 years,Bachelor's Degree or equivalent experience,"$90,000 - $130,000","Adobe XD, Visual Design, Prototyping",Design
Product Manager,We are looking for a Product Manager to join our team. The ideal candidate will have experience in Agile and Data Analysis. This role requires 5-8 years of experience and Bachelor's Degree or equivalent experience. The position is based in Remote.,Turner Inc,"Seattle, WA",8+ years,Bachelor's Degree,"$180,000+","Product Metrics, User Stories, A/B Testing, Stakeholder Management, Scrum",Product Management
Product Marketing Manager,"We are looking for a Product Marketing Manager to join our team. The ideal candidate will have experience in Market Research and Product Metrics. This role requires 8+ years of experience and Master's Degree or equivalent experience. The position is based in Seattle, WA.",Frank-Williamson,"San Francisco, CA",8+ years,Bachelor's Degree or equivalent experience,"$180,000+","Data Analysis, User Stories, Agile, A/B Testing",Product Management
Backend Developer,"We are looking for a Backend Developer to join our team. The ideal candidate will have experience in React and Python. This role requires 0-2 years of experience and PhD. The position is based in Seattle, WA.",Perez-Hansen,"Austin, TX",0-2 years,PhD,"$60,000 - $90,000","AWS, Node.js, Docker",Software Development
Senior Software Engineer,"We are looking for a Senior Software Engineer to join our team. The ideal candidate will have experience in Git and React. This role requires 0-2 years of experience and PhD. The position is based in Austin, TX.","Patel, Anderson and Pruitt","Austin, TX",2-5 years,PhD,"$90,000 - $130,000","Docker, Java, Git, CI/CD, JavaScript",Software Development
SEO Specialist,"We are looking for a SEO Specialist to join our team. The ideal candidate will have experience in A/B Testing and Social Media. This role requires 0-2 years of experience and Master's Degree. The position is based in San Francisco, CA.","Smith, Hartman and Johnson","Boston, MA",5-8 years,Bachelor's Degree,"$130,000 - $180,000","Campaign Management, Data Analysis, A/B Testing, Google Analytics, Content Marketing, Digital Marketing",Marketing
Data Analyst,We are looking for a Data Analyst to join our team. The ideal candidate will have experience in Hadoop and Statistics. This role requires 5-8 years of experience and Bachelor's Degree. The position is based in Remote.,Cain-Shepherd,"Austin, TX",0-2 years,Bachelor's Degree or equivalent experience,"$60,000 - $90,000","Big Data, Deep Learning, Machine Learning, Python, TensorFlow",Data Science
Software Engineer,"We are looking for a Software Engineer to join our team. The ideal candidate will have experience in Microservices and Docker. This role requires 0-2 years of experience and Master's Degree. The position is based in Seattle, WA.",Patterson Inc,"Austin, TX",8+ years,Master's Degree or equivalent experience,"$180,000+","Kubernetes, Docker, NoSQL, SQL, Microservices, React",Software Development
